Date ,TP Outturn,Cycles,Net profit,,,2 cycles scenario,,,,,,,
16/11/2018,7.038752,1.999645455,153.6665528,,,,,,,,,,
17/11/2018,7.038752,1.999645455,175.5201779,,,,,,,,,,
18/11/2018,7.038752,1.999645455,206.2372974,,,,,,,,,,
19/11/2018,7.038752,1.999645455,248.3203589,,,,,,,,,,
20/11/2018,7.038752,1.999645455,248.0932383,,,,,,,,,,
21/11/2018,6.538752,1.8576,264.1485674,,,,,,,,,,
22/11/2018,7.038752,1.999645455,350.2522861,,,,,,,,,,
23/11/2018,7.038752,1.999645455,177.7088167,,,,,,,,,,
24/11/2018,7.038752,1.999645455,162.6539421,,,,,,,,,,
25/11/2018,6.569752,1.866406818,132.8826401,,,,,,,,,,
26/11/2018,7.038752,1.999645455,323.7505519,,,,,,,,,,
27/11/2018,7.038752,1.999645455,174.6749813,,,,,,,,,,
28/11/2018,7.038752,1.999645455,328.0636926,,,,,,,,,,
29/11/2018,7.038752,1.999645455,213.7477448,,,,,,,,,,
30/11/2018,7.038752,1.999645455,185.5556606,,,,,,,,,,
01/12/2018,5.5,1.5625,137.0542801,,,,,,,,,,
02/12/2018,6.628,1.882954545,146.385117,,,,,,,,,,
03/12/2018,7.038752,1.999645455,173.7134445,,,,,,,,,,
04/12/2018,7.038752,1.999645455,167.8171708,,,,,,,,,,
05/12/2018,7.038752,1.999645455,139.496622,,,,,,,,,,
06/12/2018,7.038752,1.999645455,193.1148179,,,,,,,,,,
07/12/2018,7.038752,1.999645455,93.45811662,,,,,,,,,,
08/12/2018,7.038752,1.999645455,112.363924,,,,,,,,,,
09/12/2018,7.038752,1.999645455,138.9419665,,,,,,,,,,
10/12/2018,6.538752,1.8576,332.3228154,,,,,,,,,,
11/12/2018,7.038752,1.999645455,192.1638987,,,,,,,,,,
12/12/2018,7.038752,1.999645455,145.8646719,,,,,,,,,,
13/12/2018,7.038752,1.999645455,165.7174997,,,,,,,,,,
14/12/2018,7.038752,1.999645455,118.5450241,,,,,,,,,,
15/12/2018,7.038752,1.999645455,113.6623064,,,,,,,,,,
16/12/2018,5.876,1.669318182,214.1708243,,,,,,,,,,
17/12/2018,7.038752,1.999645455,140.1552435,,,,,,,,,,
18/12/2018,7.038752,1.999645455,244.1017262,,,,,,,,,,
19/12/2018,7.038752,1.999645455,159.10974,,,,,,,,,,
20/12/2018,7.038752,1.999645455,110.2125868,,,,,,,,,,
21/12/2018,7.038752,1.999645455,130.4363231,,,,,,,,,,
22/12/2018,7.038752,1.999645455,160.1257192,,,,,,,,,,
23/12/2018,7.038752,1.999645455,240.1978223,,,,,,,,,,
24/12/2018,7.038752,1.999645455,178.7815579,,,,,,,,,,
25/12/2018,7.038752,1.999645455,107.595422,,,,,,,,,,
26/12/2018,6.538752,1.8576,174.4417508,,,,,,,,,,
27/12/2018,3.5,0.994318182,119.7377925,,,,,,,,,,
28/12/2018,6.438,1.828977273,228.3616957,,,,,,,,,,
29/12/2018,6.569752,1.866406818,272.7045644,,,,,,,,,,
30/12/2018,7.038752,1.999645455,195.1307296,,,,,,,,,,
31/12/2018,7.038752,1.999645455,237.5083867,,,,,,,,,,
01/01/2019,6.538752,1.8576,198.037256,,,,,,,,,,
02/01/2019,7.038752,1.999645455,301.8633319,,,,,,,,,,
03/01/2019,7.038752,1.999645455,178.8256714,,,,,,,,,,
04/01/2019,7.038752,1.999645455,193.9562925,,,,,,,,,,
05/01/2019,6.538752,1.8576,146.6153593,,,,,,,,,,
06/01/2019,7.038752,1.999645455,178.8772474,,,,,,,,,,
07/01/2019,7.038752,1.999645455,208.1265112,,,,,,,,,,
08/01/2019,7.038752,1.999645455,245.725714,,,,,,,,,,
09/01/2019,7.038752,1.999645455,174.8155623,,,,,,,,,,
10/01/2019,7.038752,1.999645455,147.469953,,,,,,,,,,
11/01/2019,7.038752,1.999645455,161.1432228,,,,,,,,,,
12/01/2019,7.038752,1.999645455,100.4488059,,,,,,,,,,
13/01/2019,7.038752,1.999645455,179.2352191,,,,,,,,,,
14/01/2019,7.038752,1.999645455,208.0493611,,,,,,,,,,
15/01/2019,7.038752,1.999645455,116.392648,,,,,,,,,,
16/01/2019,7.038752,1.999645455,149.049714,,,,,,,,,,
17/01/2019,7.038752,1.999645455,188.3922509,,,,,,,,,,
18/01/2019,7.038752,1.999645455,117.1195292,,,,,,,,,,
19/01/2019,7.038752,1.999645455,220.8926639,,,,,,,,,,
20/01/2019,7.038752,1.999645455,149.3451409,,,,,,,,,,
21/01/2019,7.038752,1.999645455,156.167385,,,,,,,,,,
22/01/2019,6.538752,1.8576,200.4551744,,,,,,,,,,
23/01/2019,6.538752,1.8576,461.1655187,,,,,,,,,,
24/01/2019,7,1.988636364,432.9519111,,,,,,,,,,
25/01/2019,6.407,1.820170455,137.2382365,,,,,,,,,,
