datetime,DA_price,power_DA,market_dispatch_DA,opening_capacity_DA,throughput_DA,throughput_daily,profit_DA,profit_daily,SoH_DA,datetime,spot_price,power,market_dispatch,opening_capacity,throughput,throughput_daily,profit,profit_daily,SoH,net_profit
18/01/2021 06:30,66.21,1,0.469,1.826763919,0.166414039,2.659591997,31.05249,-46.18531608,1.993166309,18/01/2021 06:30,38,-1,-0.5,1.493112302,0.5,3.900112302,-19,-33.83774207,1.993077302,-5.76951
18/01/2021 07:00,59.82,0,0,1.326763919,0.5,2.659591997,0,-46.18531608,1.993131309,18/01/2021 07:00,47.33,-0.065948838,-0.032974419,1.962112302,0.469,3.931042307,-1.560679245,-35.39842131,1.993044472,-1.560679245
18/01/2021 07:30,59.82,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 07:30,61.27,1.33E-15,6.22E-16,1.993042307,0.030930005,3.931042307,3.81E-14,-35.39842131,1.993042307,3.81E-14
18/01/2021 08:00,64.09,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 08:00,58.18,0,0,1.993042307,0,3.931042307,0,-35.39842131,1.993042307,0
18/01/2021 08:30,64.09,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 08:30,64.66,-1.31E-15,-6.57E-16,1.993042307,0,3.931042307,-3.98E-14,-35.39842131,1.993042307,-4.25E-14
18/01/2021 09:00,64.01,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 09:00,68.24,0.814393988,0.38195078,1.993042307,0,4.338239301,26.06432124,-9.334100075,1.993042307,26.06432124
18/01/2021 09:30,64.01,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 09:30,67.76,0,0,1.585845314,0.407196994,4.338239301,0,-9.334100075,1.993013804,0
18/01/2021 10:00,63.24,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 10:00,67.12,0,0,1.585845314,0,4.338239301,0,-9.334100075,1.993013804,0
18/01/2021 10:30,63.24,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 10:30,69.01,1,0.469,1.585845314,0,4.838239301,32.36569,23.03158993,1.993013804,32.36569
18/01/2021 11:00,62,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 11:00,68.78,1,0.469,1.085845314,0.5,5.338239301,32.25782,55.28940993,1.992978804,32.25782
18/01/2021 11:30,62,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 11:30,68.12,0,0,0.585845314,0.5,5.338239301,0,55.28940993,1.992943804,0
18/01/2021 12:00,62.17,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 12:00,67.32,0,0,0.585845314,0,5.338239301,0,55.28940993,1.992943804,0
18/01/2021 12:30,62.17,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 12:30,66.89,0,0,0.585845314,0,5.338239301,0,55.28940993,1.992943804,0
18/01/2021 13:00,63.76,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 13:00,62.33,0,0,0.585845314,0,5.338239301,0,55.28940993,1.992943804,0
18/01/2021 13:30,63.76,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 13:30,54.74,-1,-0.5,0.585845314,0,5.807239301,-27.37,27.91940993,1.992943804,-27.37
18/01/2021 14:00,58.07,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 14:00,53.74,-1,-0.5,1.054845314,0.469,6.276239301,-26.87,1.049409925,1.992910974,-26.87
18/01/2021 14:30,58.07,0,0,1.326763919,0,2.659591997,0,-46.18531608,1.993131309,18/01/2021 14:30,51.17,-1,-0.5,1.523845314,0.469,6.745239301,-25.585,-24.53559007,1.992878144,-25.585
18/01/2021 15:00,56.55,-0.420726541,-0.210363271,1.326763919,0,2.856912745,-11.89604295,-58.08135903,1.993131309,18/01/2021 15:00,65.58,0,0,1.992845314,0.469,6.745239301,0,-24.53559007,1.992845314,1.899580333
18/01/2021 15:30,56.55,-1,-0.5,1.524084666,0.197320748,3.325912745,-28.275,-86.35635903,1.993117496,18/01/2021 15:30,69.62,-1.22E-15,-6.08E-16,1.992845314,0,6.745239301,-3.97E-14,-24.53559007,1.992845314,6.535
18/01/2021 16:00,72.24,-3.53E-16,-1.76E-16,1.993084666,0.469,3.325912745,-1.20E-14,-86.35635903,1.993084666,18/01/2021 16:00,67.72,0,0,1.992845314,0,6.745239301,0,-24.53559007,1.992845314,-7.26E-18
18/01/2021 16:30,72.24,8.30E-16,3.89E-16,1.993084666,0,3.325912745,2.81E-14,-86.35635903,1.993084666,18/01/2021 16:30,77.24,0.985690627,0.462288904,1.992845314,0,7.238084615,35.70719496,11.17160488,1.992845314,35.70719496
18/01/2021 17:00,95.69,1,0.469,1.993084666,0,3.825912745,44.87861,-41.47774903,1.993084666,18/01/2021 17:00,88.53,1,0.469,1.5,0.492845314,7.738084615,41.52057,52.69217488,1.992810814,44.87861
18/01/2021 17:30,95.69,1,0.469,1.493084666,0.5,4.325912745,44.87861,3.400860966,1.993049666,18/01/2021 17:30,86.43,1,0.469,1,0.5,8.238084615,40.53567,93.22784488,1.992775814,44.87861
18/01/2021 18:00,82,0.986169333,0.462513417,0.993084666,0.5,4.818997411,37.9261002,41.32696117,1.993014666,18/01/2021 18:00,82.92,1,0.469,0.5,0.5,8.738084615,38.88948,132.1173249,1.992740814,38.46396766
18/01/2021 18:30,82,1,0.469,0.5,0.493084666,5.318997411,38.458,79.78496117,1.992980151,18/01/2021 18:30,76.6,0,0,0,0.5,8.738084615,0,132.1173249,1.992705814,2.5326
18/01/2021 19:00,77.64,0,0,0,0.5,5.318997411,0,79.78496117,1.992945151,18/01/2021 19:00,71.05,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 19:30,77.64,0,0,0,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 19:30,59.93,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 20:00,58.05,0,0,0,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 20:00,54.88,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 20:30,58.05,0,0,0,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 20:30,62.24,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 21:00,63.58,0,0,0,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 21:00,60.13,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 21:30,63.58,0,0,0,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 21:30,53.77,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 22:00,52.62,0,0,0,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 22:00,55.23,0,0,0,0,8.738084615,0,132.1173249,1.992705814,0
18/01/2021 22:30,52.62,0,0,0,0,5.318997411,1.18E-13,79.78496117,1.992945151,18/01/2021 22:30,56.2,0,0,0,0,8.738084615,0,132.1173249,1.992705814,1.18E-13
18/01/2021 23:00,60.34,0,0,-2.10E-15,2.10E-15,5.318997411,0,79.78496117,1.992945151,18/01/2021 23:00,38.07,-0.076699005,-0.038349502,0,0,8.774056448,-1.45996556,130.6573593,1.992705814,-1.45996556
18/01/2021 23:30,60.34,0,0,-2.10E-15,0,5.318997411,0,79.78496117,1.992945151,18/01/2021 23:30,44.25,0.071943667,0.03374158,0.035971833,0.035971833,8.810028281,1.4930649,132.1504242,1.992703296,1.4930649
19/01/2021 00:00,56.53,0,0,0,0,0,0,0,1.992700778,19/01/2021 00:00,45.64,0,0,0,0,-3.49E-17,1.70E-15,1.70E-15,1.992700778,0
19/01/2021 00:30,56.53,0,0,0,0,0,0,0,1.992700778,19/01/2021 00:30,56.25,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,0
19/01/2021 01:00,56.75,0,0,0,0,0,0,0,1.992700778,19/01/2021 01:00,53.79,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,0
19/01/2021 01:30,56.75,0,0,0,0,0,0,0,1.992700778,19/01/2021 01:30,53.81,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,0
19/01/2021 02:00,53.78,0,0,0,0,0,0,0,1.992700778,19/01/2021 02:00,52.49,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,0
19/01/2021 02:30,53.78,0,0,0,0,0,0,0,1.992700778,19/01/2021 02:30,53.6,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,0
19/01/2021 03:00,49.55,0,0,0,0,0,0,0,1.992700778,19/01/2021 03:00,48.32,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,0
19/01/2021 03:30,49.55,-0.353700349,-0.176850174,0,0,0.165885464,-8.762926139,-8.762926139,1.992700778,19/01/2021 03:30,45.9,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,-0.645503136
19/01/2021 04:00,48.47,-1,-0.5,0.165885464,0.165885464,0.634885464,-24.235,-32.99792614,1.992689166,19/01/2021 04:00,44.42,0,0,0,0,-3.49E-17,0,1.70E-15,1.992700778,-2.025
19/01/2021 04:30,48.47,-1,-0.5,0.634885464,0.469,1.103885464,-24.235,-57.23292614,1.992656336,19/01/2021 04:30,43.82,-0.303484443,-0.151742222,0,0,0.142334204,-6.649344151,-6.649344151,1.992700778,-8.974344151
19/01/2021 05:00,57.26,0,0,1.103885464,0.469,1.103885464,0,-57.23292614,1.992623506,19/01/2021 05:00,52.29,0,0,0.142334204,0.142334204,0.142334204,0,-6.649344151,1.992690815,0
19/01/2021 05:30,57.26,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 05:30,54.23,0,0,0.142334204,0,0.142334204,0,-6.649344151,1.992690815,0
19/01/2021 06:00,60.08,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 06:00,63.46,0,0,0.142334204,0,0.142334204,0,-6.649344151,1.992690815,0
19/01/2021 06:30,60.08,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 06:30,42.32,-1,-0.5,0.142334204,0,0.611334204,-21.16,-27.80934415,1.992690815,-21.16
19/01/2021 07:00,58.93,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 07:00,50.7,0,0,0.611334204,0.469,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 07:30,58.93,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 07:30,63.61,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 08:00,63.85,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 08:00,63.82,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 08:30,63.85,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 08:30,67.18,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 09:00,64.06,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 09:00,68.42,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 09:30,64.06,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 09:30,69.42,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 10:00,63.1,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 10:00,62.87,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 10:30,63.1,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 10:30,62.45,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 11:00,61.1,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 11:00,61.77,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 11:30,61.1,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 11:30,64.48,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 12:00,64,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 12:00,64.11,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 12:30,64,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 12:30,56.09,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 13:00,59.95,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 13:00,58.84,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 13:30,59.95,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 13:30,61.75,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 14:00,55.48,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 14:00,65.32,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 14:30,55.48,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 14:30,65.08,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 15:00,55.18,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 15:00,76.27,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 15:30,55.18,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 15:30,77.82,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 16:00,72.13,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 16:00,73.73,0,0,0.611334204,0,0.611334204,0,-27.80934415,1.992657985,0
19/01/2021 16:30,72.13,0,0,1.103885464,0,1.103885464,0,-57.23292614,1.992623506,19/01/2021 16:30,78.59,0.222668408,0.104431483,0.611334204,0,0.722668408,8.207270267,-19.60207388,1.992657985,8.207270267
19/01/2021 17:00,88.61,1,0.469,1.103885464,0,1.603885464,41.55809,-15.67483614,1.992623506,19/01/2021 17:00,80.9,1,0.469,0.5,0.111334204,1.222668408,37.9421,18.34002612,1.992650192,41.55809
19/01/2021 17:30,88.61,1,0.469,0.603885464,0.5,2.103885464,41.55809,25.88325386,1.992588506,19/01/2021 17:30,77.11,0,0,-1.78E-16,0.5,1.222668408,0,18.34002612,1.992615192,5.3935
19/01/2021 18:00,74.23,0,0,0.103885464,0.5,2.103885464,0,25.88325386,1.992553506,19/01/2021 18:00,75,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 18:30,74.23,0.207770927,0.097444565,0.103885464,0,2.207770927,7.233310045,33.11656391,1.992553506,19/01/2021 18:30,71.57,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0.259202542
19/01/2021 19:00,65.39,0,0,3.21E-16,0.103885464,2.207770927,0,33.11656391,1.992546234,19/01/2021 19:00,71.57,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 19:30,65.39,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 19:30,71.57,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 20:00,59.05,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 20:00,56.92,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 20:30,59.05,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 20:30,57.27,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 21:00,56.05,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 21:00,56.13,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 21:30,56.05,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 21:30,51.22,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 22:00,52.96,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 22:00,45.58,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 22:30,52.96,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 22:30,52.6,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 23:00,60.04,0,0,3.21E-16,0,2.207770927,0,33.11656391,1.992546234,19/01/2021 23:00,51.83,0,0,-1.78E-16,0,1.222668408,0,18.34002612,1.992615192,0
19/01/2021 23:30,60.04,0,0,0,3.21E-16,2.207770927,0,33.11656391,1.992546234,19/01/2021 23:30,48.44,0,0,0,1.78E-16,1.222668408,0,18.34002612,1.992615192,0
20/01/2021 00:00,51.01,0,0,0,0,0,0,0,1.992615192,20/01/2021 00:00,48.13,-1,-0.5,0,0,0.469,-24.065,-24.065,1.992615192,-24.065
20/01/2021 00:30,51.01,0,0,0,0,0,0,0,1.992615192,20/01/2021 00:30,57.12,0,0,0.469,0.469,0.469,0,-24.065,1.992582362,0
20/01/2021 01:00,52.5,0,0,0,0,0,0,0,1.992615192,20/01/2021 01:00,55.78,-1,-0.5,0.469,0,0.938,-27.89,-51.955,1.992582362,-27.89
20/01/2021 01:30,52.5,0,0,0,0,0,0,0,1.992615192,20/01/2021 01:30,55.91,-1,-0.5,0.938,0.469,1.407,-27.955,-79.91,1.992549532,-27.955
20/01/2021 02:00,44.96,0,0,0,0,0,0,0,1.992615192,20/01/2021 02:00,57.95,0,0,1.407,0.469,1.407,0,-79.91,1.992516702,0
20/01/2021 02:30,44.96,0,0,0,0,0,0,0,1.992615192,20/01/2021 02:30,54.73,-1,-0.5,1.407,0,1.876,-27.365,-107.275,1.992516702,-27.365
20/01/2021 03:00,37.5,-1,-0.5,0,0,0.469,-18.75,-18.75,1.992615192,20/01/2021 03:00,56.71,-0.248349079,-0.12417454,1.876,0.469,1.992475718,-7.041938147,-114.3169381,1.992483872,2.563061853
20/01/2021 03:30,37.5,-1,-0.5,0.469,0.469,0.938,-18.75,-37.5,1.992582362,20/01/2021 03:30,57.67,0,0,1.992475718,0.116475718,1.992475718,0,-114.3169381,1.992475718,10.085
20/01/2021 04:00,36.11,-1,-0.5,0.938,0.469,1.407,-18.055,-55.555,1.992549532,20/01/2021 04:00,58.17,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,11.03
20/01/2021 04:30,36.11,-1,-0.5,1.407,0.469,1.876,-18.055,-73.61,1.992516702,20/01/2021 04:30,58.72,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,11.305
20/01/2021 05:00,44.09,-0.248349079,-0.12417454,1.876,0.469,1.992475718,-5.474855456,-79.08485546,1.992483872,20/01/2021 05:00,61.73,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,2.190438881
20/01/2021 05:30,44.09,0,0,1.992475718,0.116475718,1.992475718,0,-79.08485546,1.992475718,20/01/2021 05:30,63.86,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 06:00,61.9,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 06:00,67.85,4.25E-16,1.99E-16,1.992475718,0,1.992475718,1.35E-14,-114.3169381,1.992475718,1.35E-14
20/01/2021 06:30,61.9,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 06:30,60.58,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 07:00,54.97,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 07:00,65.71,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 07:30,54.97,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 07:30,69.18,4.18E-16,1.96E-16,1.992475718,0,1.992475718,1.36E-14,-114.3169381,1.992475718,1.36E-14
20/01/2021 08:00,56.98,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 08:00,70.88,-8.35E-16,-4.17E-16,1.992475718,0,1.992475718,-2.77E-14,-114.3169381,1.992475718,-2.96E-14
20/01/2021 08:30,56.98,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 08:30,72.86,3.84E-18,1.80E-18,1.992475718,0,1.992475718,1.31E-16,-114.3169381,1.992475718,1.31E-16
20/01/2021 09:00,59.55,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 09:00,72.36,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 09:30,59.55,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 09:30,79.6,1.22E-15,5.73E-16,1.992475718,0,1.992475718,4.56E-14,-114.3169381,1.992475718,4.56E-14
20/01/2021 10:00,68.74,-1.29E-15,-6.43E-16,1.992475718,0,1.992475718,-4.14E-14,-79.08485546,1.992475718,20/01/2021 10:00,84.6,-1.21E-15,-6.06E-16,1.992475718,0,1.992475718,-4.81E-14,-114.3169381,1.992475718,-3.83E-14
20/01/2021 10:30,68.74,-1.59E-31,-7.97E-32,1.992475718,0,1.992475718,-5.14E-30,-79.08485546,1.992475718,20/01/2021 10:30,85.13,1.58E-15,7.41E-16,1.992475718,0,1.992475718,6.31E-14,-114.3169381,1.992475718,6.31E-14
20/01/2021 11:00,65.65,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 11:00,85.5,-8.01E-16,-4.01E-16,1.992475718,0,1.992475718,-3.21E-14,-114.3169381,1.992475718,-3.43E-14
20/01/2021 11:30,65.65,0,0,1.992475718,0,1.992475718,0,-79.08485546,1.992475718,20/01/2021 11:30,86.76,2.22E-17,1.04E-17,1.992475718,0,1.992475718,9.02E-16,-114.3169381,1.992475718,9.02E-16
20/01/2021 12:00,76.23,1,0.469,1.992475718,0,2.492475718,35.75187,-43.33298546,1.992475718,20/01/2021 12:00,92.36,1.55E-15,7.26E-16,1.992475718,0,1.992475718,6.71E-14,-114.3169381,1.992475718,-7.56497
20/01/2021 12:30,76.23,0.984951437,0.461942224,1.492475718,0.5,2.984951437,35.21385571,-8.119129742,1.992440718,20/01/2021 12:30,96.17,-2.52E-15,-1.26E-15,1.992475718,0,1.992475718,-1.14E-13,-114.3169381,1.992475718,-9.211127941
20/01/2021 13:00,73.83,0,0,1,0.492475718,2.984951437,0,-8.119129742,1.992406245,20/01/2021 13:00,97.47,9.68E-16,4.54E-16,1.992475718,0,1.992475718,4.43E-14,-114.3169381,1.992475718,4.43E-14
20/01/2021 13:30,73.83,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 13:30,94.33,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 14:00,65.01,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 14:00,93.1,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 14:30,65.01,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 14:30,94.03,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 15:00,54.53,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 15:00,102.89,-5.53E-18,-2.77E-18,1.992475718,0,1.992475718,-2.67E-16,-114.3169381,1.992475718,-2.85E-16
20/01/2021 15:30,54.53,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 15:30,104.88,-2.02E-16,-1.01E-16,1.992475718,0,1.992475718,-9.93E-15,-114.3169381,1.992475718,-1.06E-14
20/01/2021 16:00,68.08,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 16:00,102.99,0,0,1.992475718,0,1.992475718,0,-114.3169381,1.992475718,0
20/01/2021 16:30,68.08,0,0,1,0,2.984951437,0,-8.119129742,1.992406245,20/01/2021 16:30,113.68,0.984951437,0.461942224,1.992475718,0,2.484951437,52.51359199,-61.80334615,1.992475718,52.51359199
20/01/2021 17:00,81.27,1,0.469,1,0,3.484951437,38.11563,29.99650026,1.992406245,20/01/2021 17:00,121.37,1,0.469,1.5,0.492475718,2.984951437,56.92253,-4.880816154,1.992441245,38.11563
20/01/2021 17:30,81.27,1,0.469,0.5,0.5,3.984951437,38.11563,68.11213026,1.992371245,20/01/2021 17:30,122.92,1,0.469,1,0.5,3.484951437,57.64948,52.76866385,1.992406245,38.11563
20/01/2021 18:00,67.25,0,0,0,0.5,3.984951437,0,68.11213026,1.992336245,20/01/2021 18:00,116.87,1,0.469,0.5,0.5,3.984951437,54.81203,107.5806938,1.992371245,54.81203
20/01/2021 18:30,67.25,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 18:30,103.56,0,0,0,0.5,3.984951437,0,107.5806938,1.992336245,0
20/01/2021 19:00,60.05,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 19:00,79.28,0,0,0,0,3.984951437,0,107.5806938,1.992336245,0
20/01/2021 19:30,60.05,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 19:30,73.99,0,0,0,0,3.984951437,0,107.5806938,1.992336245,0
20/01/2021 20:00,59.06,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 20:00,69.94,0,0,0,0,3.984951437,0,107.5806938,1.992336245,0
20/01/2021 20:30,59.06,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 20:30,65.98,0,0,0,0,3.984951437,0,107.5806938,1.992336245,0
20/01/2021 21:00,55,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 21:00,65.5,0,0,0,0,3.984951437,0,107.5806938,1.992336245,0
20/01/2021 21:30,55,0,0,0,0,3.984951437,0,68.11213026,1.992336245,20/01/2021 21:30,63.37,0,0,0,0,3.984951437,8.09E-14,107.5806938,1.992336245,0
20/01/2021 22:00,45.48,-0.40040972,-0.20020486,0,0,4.172743595,-9.105317043,59.00681322,1.992336245,20/01/2021 22:00,63.58,0,0,-1.20E-15,1.20E-15,3.984951437,0,107.5806938,1.992336245,3.62370797
20/01/2021 22:30,45.48,-1,-0.5,0.187792159,0.187792159,4.641743595,-22.74,36.26681322,1.9923231,20/01/2021 22:30,65.48,0,0,-1.20E-15,0,3.984951437,0,107.5806938,1.992336245,10
20/01/2021 23:00,70.14,1,0.469,0.656792159,0.469,5.141743595,32.89566,69.16247322,1.99229027,20/01/2021 23:00,69.55,0,0,-1.20E-15,0,3.984951437,0,107.5806938,1.992336245,0.27671
20/01/2021 23:30,70.14,0.313584318,0.147071045,0.156792159,0.5,5.298535754,10.3155631,79.47803631,1.99225527,20/01/2021 23:30,70.13,0,0,-1.20E-15,0,3.984951437,0,107.5806938,1.992336245,0.00147071
21/01/2021 00:00,63.97,0,0,0,0,0,0,0,1.992336245,21/01/2021 00:00,70.52,0,0,0,0,0,0,0,1.992336245,0
21/01/2021 00:30,63.97,0,0,0,0,0,0,0,1.992336245,21/01/2021 00:30,72.18,0,0,0,0,0,0,0,1.992336245,0
21/01/2021 01:00,64.73,0,0,0,0,0,0,0,1.992336245,21/01/2021 01:00,67.22,0,0,0,0,0,0,0,1.992336245,0
21/01/2021 01:30,64.73,0,0,0,0,0,0,0,1.992336245,21/01/2021 01:30,65.29,0,0,0,0,0,0,0,1.992336245,0
21/01/2021 02:00,50.01,0,0,0,0,0,0,0,1.992336245,21/01/2021 02:00,62.2,0,0,0,0,0,0,0,1.992336245,0
