datetime,DA_price,power_DA,market_dispatch_DA,opening_capacity_DA,throughput_DA,throughput_daily,profit_DA,profit_daily,SoH_DA,datetime,spot_price,power,market_dispatch,opening_capacity,throughput,throughput_daily,profit,profit_daily,SoH,net_profit
01/01/2021 08:30,51.05,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 08:30,47.65,0,0,1.407,0.469,2.345,0,-58.14130684,1.99983585,0
01/01/2021 09:00,55.47,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 09:00,41.98,-1,-0.5,1.407,0,2.814,-20.99,-79.13130684,1.99983585,-20.99
01/01/2021 09:30,55.47,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 09:30,44.08,-0.263953847,-0.131976924,1.876,0.469,2.937794354,-5.817542795,-84.94884964,1.99980302,-5.817542795
01/01/2021 10:00,57,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 10:00,49.93,0,0,1.999794354,0.123794354,2.937794354,0,-84.94884964,1.999794354,0
01/01/2021 10:30,57,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 10:30,46.79,0,0,1.999794354,0,2.937794354,0,-84.94884964,1.999794354,0
01/01/2021 11:00,60.72,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 11:00,53.42,1.32E-15,6.18E-16,1.999794354,0,2.937794354,3.30E-14,-84.94884964,1.999794354,3.30E-14
01/01/2021 11:30,60.72,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 11:30,60.35,-4.62E-16,-2.31E-16,1.999794354,0,2.937794354,-1.31E-14,-84.94884964,1.999794354,-1.39E-14
01/01/2021 12:00,62.41,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 12:00,68.28,-1.28E-15,-6.40E-16,1.999794354,0,2.937794354,-4.10E-14,-84.94884964,1.999794354,-4.37E-14
01/01/2021 12:30,62.41,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 12:30,63.13,0,0,1.999794354,0,2.937794354,0,-84.94884964,1.999794354,0
01/01/2021 13:00,68.6,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 13:00,70.06,1.26E-15,5.91E-16,1.999794354,0,2.937794354,4.14E-14,-84.94884964,1.999794354,4.14E-14
01/01/2021 13:30,68.6,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 13:30,69.02,0,0,1.999794354,0,2.937794354,0,-84.94884964,1.999794354,0
01/01/2021 14:00,68.6,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 14:00,71.27,-8.37E-16,-4.18E-16,1.999794354,0,2.937794354,-2.80E-14,-84.94884964,1.999794354,-2.98E-14
01/01/2021 14:30,68.6,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 14:30,70.33,0,0,1.999794354,0,2.937794354,0,-84.94884964,1.999794354,0
01/01/2021 15:00,59.04,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 15:00,76.11,2.45E-15,1.15E-15,1.999794354,0,2.937794354,8.75E-14,-84.94884964,1.999794354,8.75E-14
01/01/2021 15:30,59.04,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 15:30,81.39,-2.45E-15,-1.23E-15,1.999794354,0,2.937794354,-9.36E-14,-84.94884964,1.999794354,-9.98E-14
01/01/2021 16:00,70.07,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 16:00,82.2,-1.58E-31,-7.91E-32,1.999794354,0,2.937794354,-6.10E-30,-84.94884964,1.999794354,-6.50E-30
01/01/2021 16:30,70.07,0,0,1.7588129,0,1.7588129,0,-91.79328316,1.999876883,01/01/2021 16:30,87.8,0.999588709,0.468807104,1.999794354,0,3.437588709,41.16126377,-43.78758587,1.999794354,41.16126377
01/01/2021 17:00,100.07,1,0.469,1.7588129,0,2.2588129,46.93283,-44.86045316,1.999876883,01/01/2021 17:00,92.37,1,0.469,1.5,0.499794354,3.937588709,43.32153,-0.466055867,1.999759369,46.93283
01/01/2021 17:30,100.07,1,0.469,1.2588129,0.5,2.7588129,46.93283,2.072376842,1.999841883,01/01/2021 17:30,91.31,1,0.469,1,0.5,4.437588709,42.82439,42.35833413,1.999724369,46.93283
01/01/2021 18:00,70.82,0,0,0.7588129,0.5,2.7588129,0,2.072376842,1.999806883,01/01/2021 18:00,88.93,1,0.469,0.5,0.5,4.937588709,41.70817,84.06650413,1.999689369,41.70817
01/01/2021 18:30,70.82,0,0,0.7588129,0,2.7588129,0,2.072376842,1.999806883,01/01/2021 18:30,86.12,0,0,0,0.5,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 19:00,71.22,0.517625801,0.242766501,0.7588129,0,3.017625801,17.28983017,19.36220701,1.999806883,01/01/2021 19:00,82.01,0,0,0,0,4.937588709,0,84.06650413,1.999654369,-2.619450541
01/01/2021 19:30,71.22,1,0.469,0.5,0.2588129,3.517625801,33.40218,52.76438701,1.999788766,01/01/2021 19:30,75.8,0,0,0,0,4.937588709,0,84.06650413,1.999654369,-2.14802
01/01/2021 20:00,60.51,0,0,0,0.5,3.517625801,0,52.76438701,1.999753766,01/01/2021 20:00,74.05,0,0,0,0,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 20:30,60.51,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 20:30,67.96,0,0,0,0,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 21:00,59.24,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 21:00,68.05,0,0,0,0,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 21:30,59.24,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 21:30,61.88,0,0,0,0,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 22:00,56.96,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 22:00,58.24,0,0,0,0,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 22:30,56.96,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 22:30,60.78,0,0,0,0,4.937588709,0,84.06650413,1.999654369,0
01/01/2021 23:00,57.95,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 23:00,56.69,-1.37E-15,-6.86E-16,0,0,4.937588709,-3.89E-14,84.06650413,1.999654369,-3.89E-14
01/01/2021 23:30,57.95,0,0,0,0,3.517625801,0,52.76438701,1.999753766,01/01/2021 23:30,52.83,0,0,6.43E-16,6.43E-16,4.937588709,0,84.06650413,1.999654369,0
02/01/2021 00:00,51.55,-1,-0.5,0,0,0.469,-25.775,-25.775,1.999654369,02/01/2021 00:00,51.99,-1,-0.5,0,0,0.469,-25.995,-25.995,1.999654369,-25.775
02/01/2021 00:30,51.55,-1,-0.5,0.469,0.469,0.938,-25.775,-51.55,1.999621539,02/01/2021 00:30,54.19,0,0,0.469,0.469,0.469,0,-25.995,1.999621539,1.32
02/01/2021 01:00,53.06,0,0,0.938,0.469,0.938,0,-51.55,1.999588709,02/01/2021 01:00,55.07,0,0,0.469,0,0.469,0,-25.995,1.999621539,0
02/01/2021 01:30,53.06,-0.263356936,-0.131678468,0.938,0,1.061514403,-6.986859501,-58.5368595,1.999588709,02/01/2021 01:30,56.3,0,0,0.469,0,0.469,0,-25.995,1.999621539,0.426638236
02/01/2021 02:00,53.02,-1,-0.5,1.061514403,0.123514403,1.530514403,-26.51,-85.0468595,1.999580063,02/01/2021 02:00,56.71,0,0,0.469,0,0.469,0,-25.995,1.999621539,1.845
02/01/2021 02:30,53.02,-1,-0.5,1.530514403,0.469,1.999514403,-26.51,-111.5568595,1.999547233,02/01/2021 02:30,55.71,0,0,0.469,0,0.469,0,-25.995,1.999621539,1.345
02/01/2021 03:00,53.07,0,0,1.999514403,0.469,1.999514403,0,-111.5568595,1.999514403,02/01/2021 03:00,59.89,0,0,0.469,0,0.469,0,-25.995,1.999621539,0
02/01/2021 03:30,53.07,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 03:30,59.77,0,0,0.469,0,0.469,0,-25.995,1.999621539,0
02/01/2021 04:00,53.06,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 04:00,60.3,0,0,0.469,0,0.469,0,-25.995,1.999621539,0
02/01/2021 04:30,53.06,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 04:30,60.64,0.691067937,0.324110863,0.469,0,0.814533969,19.6540827,-6.340917296,1.999621539,19.6540827
02/01/2021 05:00,62.5,-8.67E-16,-4.34E-16,1.999514403,0,1.999514403,-2.54E-14,-111.5568595,1.999514403,02/01/2021 05:00,51.09,-1,-0.5,0.123466031,0.345533969,1.283533969,-25.545,-31.8859173,1.999597351,-25.545
02/01/2021 05:30,62.5,1.25E-15,5.88E-16,1.999514403,0,1.999514403,3.68E-14,-111.5568595,1.999514403,02/01/2021 05:30,48.73,-1,-0.5,0.592466031,0.469,1.752533969,-24.365,-56.2509173,1.999564521,-24.365
02/01/2021 06:00,59.64,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 06:00,58.87,0,0,1.061466031,0.469,1.752533969,0,-56.2509173,1.999531691,0
02/01/2021 06:30,59.64,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 06:30,50.38,-1,-0.5,1.061466031,0,2.221533969,-25.19,-81.4409173,1.999531691,-25.19
02/01/2021 07:00,61.36,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 07:00,52.15,-1,-0.5,1.530466031,0.469,2.690533969,-26.075,-107.5159173,1.999498861,-26.075
02/01/2021 07:30,61.36,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 07:30,70.66,2.74E-17,1.29E-17,1.999466031,0.469,2.690533969,9.09E-16,-107.5159173,1.999466031,9.09E-16
02/01/2021 08:00,68.3,-2.06E-16,-1.03E-16,1.999514403,0,1.999514403,-6.59E-15,-111.5568595,1.999514403,02/01/2021 08:00,87.64,7.92E-16,3.71E-16,1.999466031,0,2.690533969,3.26E-14,-107.5159173,1.999466031,3.50E-14
02/01/2021 08:30,68.3,-4.20E-16,-2.10E-16,1.999514403,0,1.999514403,-1.35E-14,-111.5568595,1.999514403,02/01/2021 08:30,89.99,1.28E-15,6.00E-16,1.999466031,0,2.690533969,5.40E-14,-107.5159173,1.999466031,5.95E-14
02/01/2021 09:00,85.92,1.57E-15,7.38E-16,1.999514403,9.99E-15,1.999514403,6.34E-14,-111.5568595,1.999514403,02/01/2021 09:00,95.69,-1.82E-15,-9.10E-16,1.999466031,0,2.690533969,-8.17E-14,-107.5159173,1.999466031,-9.43E-14
02/01/2021 09:30,85.92,-9.89E-16,-4.95E-16,1.999514403,9.99E-15,1.999514403,-3.99E-14,-111.5568595,1.999514403,02/01/2021 09:30,94.78,0,0,1.999466031,0,2.690533969,0,-107.5159173,1.999466031,7.02E-15
02/01/2021 10:00,85.95,4.00E-16,1.88E-16,1.999514403,9.99E-15,1.999514403,1.61E-14,-111.5568595,1.999514403,02/01/2021 10:00,96.52,-8.04E-16,-4.02E-16,1.999466031,0,2.690533969,-3.64E-14,-107.5159173,1.999466031,-4.08E-14
02/01/2021 10:30,85.95,-6.07E-19,-3.04E-19,1.999514403,9.99E-15,1.999514403,-2.45E-17,-111.5568595,1.999514403,02/01/2021 10:30,96.96,4.71E-16,2.21E-16,1.999466031,0,2.690533969,2.14E-14,-107.5159173,1.999466031,2.14E-14
02/01/2021 11:00,84.96,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 11:00,111.8,3.71E-16,1.74E-16,1.999466031,0,2.690533969,1.94E-14,-107.5159173,1.999466031,1.94E-14
02/01/2021 11:30,84.96,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 11:30,113.1,3.34E-16,1.57E-16,1.999466031,0,2.690533969,1.77E-14,-107.5159173,1.999466031,1.77E-14
02/01/2021 12:00,88.92,-4.02E-16,-2.01E-16,1.999514403,0,1.999514403,-1.68E-14,-111.5568595,1.999514403,02/01/2021 12:00,112.97,0,0,1.999466031,0,2.690533969,0,-107.5159173,1.999466031,5.95E-15
02/01/2021 12:30,88.92,3.91E-16,1.84E-16,1.999514403,0,1.999514403,1.63E-14,-111.5568595,1.999514403,02/01/2021 12:30,143.42,1,0.469,1.999466031,0,3.190533969,67.26398,-40.2519373,1.999466031,67.26398
02/01/2021 13:00,85.99,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 13:00,138.83,1,0.469,1.499466031,0.5,3.690533969,65.11127,24.8593327,1.999431031,65.11127
02/01/2021 13:30,85.99,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 13:30,118.85,-0.131897675,-0.065948838,0.999466031,0.5,3.752393978,-7.838019365,17.02131334,1.999396031,-7.838019365
02/01/2021 14:00,81.92,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 14:00,113.63,-1,-0.5,1.061326041,0.06186001,4.221393978,-56.815,-39.79368666,1.999391701,-56.815
02/01/2021 14:30,81.92,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 14:30,115.75,-1,-0.5,1.530326041,0.469,4.690393978,-57.875,-97.66868666,1.999358871,-57.875
02/01/2021 15:00,86,0,0,1.999514403,9.99E-15,1.999514403,0,-111.5568595,1.999514403,02/01/2021 15:00,142.79,-6.58E-17,-3.29E-17,1.999326041,0.469,4.690393978,-4.41E-15,-97.66868666,1.999326041,-4.70E-15
02/01/2021 15:30,86,0,0,1.999514403,0,1.999514403,0,-111.5568595,1.999514403,02/01/2021 15:30,150.65,1.33E-16,6.25E-17,1.999326041,0,4.690393978,9.41E-15,-97.66868666,1.999326041,9.41E-15
02/01/2021 16:00,105.51,-1.15E-15,-5.76E-16,1.999514403,0,1.999514403,-5.70E-14,-111.5568595,1.999514403,02/01/2021 16:00,158.93,-8.92E-17,-4.46E-17,1.999326041,0,4.690393978,-6.65E-15,-97.66868666,1.999326041,2.74E-14
02/01/2021 16:30,105.51,1.79E-16,8.38E-17,1.999514403,0,1.999514403,8.84E-15,-111.5568595,1.999514403,02/01/2021 16:30,248.73,1,0.469,1.999326041,0,5.190393978,116.65437,18.98568334,1.999326041,116.65437
02/01/2021 17:00,252.97,1,0.469,1.999514403,0,2.499514403,118.64293,7.086070499,1.999514403,02/01/2021 17:00,325.17,1,0.469,1.499326041,0.5,5.690393978,152.50473,171.4904133,1.999291041,118.64293
02/01/2021 17:30,252.97,1,0.469,1.499514403,0.5,2.999514403,118.64293,125.7290005,1.999479403,02/01/2021 17:30,337.08,1,0.469,0.999326041,0.5,6.190393978,158.09052,329.5809333,1.999256041,118.64293
02/01/2021 18:00,129.98,0.999028806,0.46854451,0.999514403,0.5,3.499028806,60.90141539,186.6304159,1.999444403,02/01/2021 18:00,228.88,0.998652082,0.468367827,0.499326041,0.5,6.68972002,107.2000282,436.7809615,1.999221041,60.86097615
02/01/2021 18:30,129.98,1,0.469,0.5,0.499514403,3.999028806,60.96062,247.5910359,1.999409437,02/01/2021 18:30,182.73,0,0,0,0.499326041,6.68972002,0,436.7809615,1.999186088,-24.73975
02/01/2021 19:00,98.2,0,0,0,0.5,3.999028806,0,247.5910359,1.999374437,02/01/2021 19:00,112.66,0,0,0,0,6.68972002,0,436.7809615,1.999186088,0
02/01/2021 19:30,98.2,0,0,0,0,3.999028806,0,247.5910359,1.999374437,02/01/2021 19:30,82.61,0,0,0,0,6.68972002,0,436.7809615,1.999186088,0
02/01/2021 20:00,61.22,0,0,0,0,3.999028806,0,247.5910359,1.999374437,02/01/2021 20:00,72.09,0,0,0,0,6.68972002,0,436.7809615,1.999186088,0
02/01/2021 20:30,61.22,0,0,0,0,3.999028806,0,247.5910359,1.999374437,02/01/2021 20:30,66.2,0,0,0,0,6.68972002,0,436.7809615,1.999186088,0
02/01/2021 21:00,65.76,0,0,0,0,3.999028806,0,247.5910359,1.999374437,02/01/2021 21:00,63.69,0,0,0,0,6.68972002,0,436.7809615,1.999186088,0
02/01/2021 21:30,65.76,0,0,0,0,3.999028806,0,247.5910359,1.999374437,02/01/2021 21:30,66.1,0,0,0,0,6.68972002,0,436.7809615,1.999186088,0
02/01/2021 22:00,54.46,-1,-0.5,0,0,4.468028806,-27.23,220.3610359,1.999374437,02/01/2021 22:00,60.18,0,0,0,0,6.68972002,0,436.7809615,1.999186088,2.86
02/01/2021 22:30,54.46,-1,-0.5,0.469,0.469,4.937028806,-27.23,193.1310359,1.999341607,02/01/2021 22:30,58.96,0,0,0,0,6.68972002,0,436.7809615,1.999186088,2.25
02/01/2021 23:00,65.08,1,0.469,0.938,0.469,5.437028806,30.52252,223.6535559,1.999308777,02/01/2021 23:00,53.4,0,0,0,0,6.68972002,0,436.7809615,1.999186088,5.47792
02/01/2021 23:30,65.08,0.876,0.410844,0.438,0.5,5.875028806,26.73772752,250.3912834,1.999273777,02/01/2021 23:30,56.35,0,0,0,0,6.68972002,0,436.7809615,1.999186088,3.58666812
03/01/2021 00:00,46.58,0,0,0,0,0,0,0,1.999186088,03/01/2021 00:00,48.62,0,0,0,0,0,0,0,1.999186088,0
03/01/2021 00:30,46.58,0,0,0,0,0,0,0,1.999186088,03/01/2021 00:30,50.31,0,0,0,0,0,0,0,1.999186088,0
03/01/2021 01:00,46.97,0,0,0,0,0,0,0,1.999186088,03/01/2021 01:00,48.17,0,0,0,0,0,0,0,1.999186088,0
03/01/2021 01:30,46.97,0,0,0,0,0,0,0,1.999186088,03/01/2021 01:30,46.43,-0.26235854,-0.13117927,0,0,0.123046155,-6.090653501,-6.090653501,1.999186088,-6.090653501
03/01/2021 02:00,46.1,0,0,0,0,0,0,0,1.999186088,03/01/2021 02:00,46.59,0,0,0.123046155,0.123046155,0.123046155,0,-6.090653501,1.999177475,0
03/01/2021 02:30,46.1,-0.26235854,-0.13117927,0,0,0.123046155,-6.047364342,-6.047364342,1.999186088,03/01/2021 02:30,46.42,-1,-0.5,0.123046155,0,0.592046155,-23.21,-29.3006535,1.999177475,-23.16802263
03/01/2021 03:00,46.01,-1,-0.5,0.123046155,0.123046155,0.592046155,-23.005,-29.05236434,1.999177475,03/01/2021 03:00,46.13,-1,-0.5,0.592046155,0.469,1.061046155,-23.065,-52.3656535,1.999144645,-23.005
03/01/2021 03:30,46.01,-1,-0.5,0.592046155,0.469,1.061046155,-23.005,-52.05736434,1.999144645,03/01/2021 03:30,45.42,-1,-0.5,1.061046155,0.469,1.530046155,-22.71,-75.0756535,1.999111815,-23.005
03/01/2021 04:00,41.77,-1,-0.5,1.061046155,0.469,1.530046155,-20.885,-72.94236434,1.999111815,03/01/2021 04:00,48.08,0,0,1.530046155,0.469,1.530046155,0,-75.0756535,1.999078985,3.155
03/01/2021 04:30,41.77,-1,-0.5,1.530046155,0.469,1.999046155,-20.885,-93.82736434,1.999078985,03/01/2021 04:30,43.67,-1,-0.5,1.530046155,0,1.999046155,-21.835,-96.9106535,1.999078985,-20.885
03/01/2021 05:00,47.76,0,0,1.999046155,0.469,1.999046155,0,-93.82736434,1.999046155,03/01/2021 05:00,49.99,0,0,1.999046155,0.469,1.999046155,0,-96.9106535,1.999046155,0
03/01/2021 05:30,47.76,0,0,1.999046155,0,1.999046155,0,-93.82736434,1.999046155,03/01/2021 05:30,48.17,0,0,1.999046155,0,1.999046155,0,-96.9106535,1.999046155,0
03/01/2021 06:00,60.28,-1.16E-16,-5.80E-17,1.999046155,0,1.999046155,-3.28E-15,-93.82736434,1.999046155,03/01/2021 06:00,58.05,5.64E-16,2.64E-16,1.999046155,0,1.999046155,1.53E-14,-96.9106535,1.999046155,1.54E-14
03/01/2021 06:30,60.28,1.30E-15,6.07E-16,1.999046155,0,1.999046155,3.66E-14,-93.82736434,1.999046155,03/01/2021 06:30,57.25,0,0,1.999046155,0,1.999046155,0,-96.9106535,1.999046155,1.84E-15
03/01/2021 07:00,58.19,0,0,1.999046155,0,1.999046155,0,-93.82736434,1.999046155,03/01/2021 07:00,62.73,8.56E-16,4.02E-16,1.999046155,0,1.999046155,2.52E-14,-96.9106535,1.999046155,2.52E-14
03/01/2021 07:30,58.19,0,0,1.999046155,0,1.999046155,0,-93.82736434,1.999046155,03/01/2021 07:30,75.22,4.08E-16,1.91E-16,1.999046155,0,1.999046155,1.44E-14,-96.9106535,1.999046155,1.44E-14
03/01/2021 08:00,60.13,0,0,1.999046155,0,1.999046155,0,-93.82736434,1.999046155,03/01/2021 08:00,70.15,0,0,1.999046155,0,1.999046155,0,-96.9106535,1.999046155,0
03/01/2021 08:30,60.13,0,0,1.999046155,0,1.999046155,0,-93.82736434,1.999046155,03/01/2021 08:30,76.31,-8.80E-16,-4.40E-16,1.999046155,0,1.999046155,-3.15E-14,-96.9106535,1.999046155,-3.36E-14
03/01/2021 09:00,66.24,1,0.469,1.999046155,0,2.499046155,31.06656,-62.76080434,1.999046155,03/01/2021 09:00,76.31,1,0.469,1.999046155,0,2.499046155,35.78939,-61.1212635,1.999046155,31.06656
03/01/2021 09:30,66.24,1,0.469,1.499046155,0.5,2.999046155,31.06656,-31.69424434,1.999011155,03/01/2021 09:30,76.31,1,0.469,1.499046155,0.5,2.999046155,35.78939,-25.3318735,1.999011155,31.06656
03/01/2021 10:00,65.71,0.99809231,0.468105294,0.999046155,0.5,3.49809231,30.75919884,-0.935045504,1.998976155,03/01/2021 10:00,76.31,0.752525317,0.352934374,0.999046155,0.5,3.375308814,26.93242205,1.600548546,1.998976155,21.97050594
03/01/2021 10:30,65.71,1,0.469,0.5,0.499046155,3.99809231,30.81799,29.8829445,1.998941222,03/01/2021 10:30,76.31,0,0,0.622783497,0.376262658,3.375308814,0,1.600548546,1.998949817,-4.9714
03/01/2021 11:00,63,0,0,0,0.5,3.99809231,0,29.8829445,1.998906222,03/01/2021 11:00,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,0
03/01/2021 11:30,63,0,0,0,0,3.99809231,0,29.8829445,1.998906222,03/01/2021 11:30,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,0
03/01/2021 12:00,62.94,0,0,0,0,3.99809231,0,29.8829445,1.998906222,03/01/2021 12:00,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,0
03/01/2021 12:30,62.94,0,0,0,0,3.99809231,0,29.8829445,1.998906222,03/01/2021 12:30,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,0
03/01/2021 13:00,57.04,0,0,0,0,3.99809231,0,29.8829445,1.998906222,03/01/2021 13:00,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,0
03/01/2021 13:30,57.04,0,0,0,0,3.99809231,0,29.8829445,1.998906222,03/01/2021 13:30,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,0
03/01/2021 14:00,47.58,-1,-0.5,0,0,4.46709231,-23.79,6.092944496,1.998906222,03/01/2021 14:00,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,14.365
03/01/2021 14:30,47.58,-1,-0.5,0.469,0.469,4.93609231,-23.79,-17.6970555,1.998873392,03/01/2021 14:30,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,14.365
03/01/2021 15:00,47.05,-1,-0.5,0.938,0.469,5.40509231,-23.525,-41.2220555,1.998840562,03/01/2021 15:00,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,14.63
03/01/2021 15:30,47.05,-1,-0.5,1.407,0.469,5.87409231,-23.525,-64.7470555,1.998807732,03/01/2021 15:30,76.31,0,0,0.622783497,0,3.375308814,0,1.600548546,1.998949817,14.63
03/01/2021 16:00,57.03,-0.261761851,-0.130880926,1.876,0.469,5.996858619,-7.464139191,-72.21119469,1.998774902,03/01/2021 16:00,76.31,1,0.469,0.622783497,0,3.875308814,35.78939,37.38993855,1.998949817,38.31277425
03/01/2021 16:30,57.03,0,0,1.998766308,0.122766308,5.996858619,0,-72.21119469,1.998766308,03/01/2021 16:30,51.84,-1,-0.5,0.122783497,0.5,4.344308814,-25.92,11.46993855,1.998914817,-25.92
03/01/2021 17:00,99.05,0.997532617,0.467842797,1.998766308,0,6.495624927,46.33982906,-25.87136564,1.998766308,03/01/2021 17:00,51.84,-1,-0.5,0.591783497,0.469,4.813308814,-25.92,-14.45006145,1.998881987,-3.833141546
