datetime,Date,DA_price,power_DA,market_dispatch_DA,opening_capacity_DA,throughput_DA,profit_DA,SoH_DA,spot_price,power,market_dispatch,opening_capacity,throughput,profit,SoH,,,Date,DA TP,DA profit,
01/01/2021 00:00,01/01/2021,65.73,0,0,0,0,0,2,68.54,0,0,0,0,0,2,,,01/01/2021,5.87572002,57.59998561,9.803051443
01/01/2021 00:30,01/01/2021,65.73,0,0,0,0,0,2,69.82,0,0,0,0,0,2,,,02/01/2021,5.437028806,250.3912834,46.05296245
01/01/2021 01:00,01/01/2021,64.96,0,0,0,0,0,2,67.42,0,0,0,0,0,2,,,03/01/2021,7.995624927,167.7365244,20.97853838
01/01/2021 01:30,01/01/2021,64.96,0,0,0,0,0,2,65.45,0,0,0,0,0,2,,,04/01/2021,9.869192583,70.53106759,7.14658945
01/01/2021 02:00,01/01/2021,60.47,0,0,0,0,0,2,59.44,0,0,0,0,0,2,,,05/01/2021,7.991354379,100.8434393,12.61906738
01/01/2021 02:30,01/01/2021,60.47,0,0,0,0,0,2,57.07,0,0,0,0,0,2,,,06/01/2021,9.989133336,104.8417246,10.49557765
01/01/2021 03:00,01/01/2021,52.5,0,0,0,0,0,2,50.1,-1,-0.5,0,0,-25.05,2,,,07/01/2021,9.862769907,84.06534141,8.523502241
01/01/2021 03:30,01/01/2021,52.5,0,0,0,0,0,2,50.98,0,0,0.469,0.469,0,1.99996717,,,08/01/2021,7.984549506,75.14133734,9.410842437
01/01/2021 04:00,01/01/2021,48.98,-0.264093838,-0.132046919,0,0,-6.467658081,2,57.77,0,0,0.469,0,1.160692416,1.99996717,,,09/01/2021,7.982889223,125.7353272,15.75060403
01/01/2021 04:30,01/01/2021,48.98,0,0,0.12386001,0.12386001,0,1.99999133,53.64,0,0,0.469,0,0,1.99996717,,,10/01/2021,9.857509093,631.830708,64.09638601
01/01/2021 05:00,01/01/2021,48.95,-1,-0.5,0.12386001,0,-24.475,1.99999133,53.42,0,0,0.469,0,2.235,1.99996717,,,11/01/2021,9.854994623,386.9419998,39.26354245
01/01/2021 05:30,01/01/2021,48.95,-1,-0.5,0.59286001,0.469,-24.475,1.9999585,55.26,0,0,0.469,0,3.155,1.99996717,,,12/01/2021,7.740692803,227.3788731,29.37448609
01/01/2021 06:00,01/01/2021,48.96,-1,-0.5,1.06186001,0.469,-24.48,1.99992567,57.78,0.938,0.439922,0.469,0,29.82869316,1.99996717,,,13/01/2021,9.47383765,2036.260938,214.9351734
01/01/2021 06:30,01/01/2021,48.96,-1,-0.5,1.53086001,0.469,-24.48,1.99989284,55.16,0,0,0,0.469,3.1,1.99993434,,,14/01/2021,5.862088518,1966.461902,335.4541467
01/01/2021 07:00,01/01/2021,52.02,0,0,1.99986001,0.469,0,1.99986001,37.71,-1,-0.5,0,0,-18.855,1.99993434,,,15/01/2021,9.468875573,1350.248185,142.5985773
01/01/2021 07:30,01/01/2021,52.02,0,0,1.99986001,0,0,1.99986001,36.79,-1,-0.5,0.469,0.469,-18.395,1.99990151,,,16/01/2021,7.735657531,101.0410766,13.06173085
01/01/2021 08:00,01/01/2021,51.05,0,0,1.99986001,0,0,1.99986001,42.52,-1,-0.5,0.938,0.469,-21.26,1.99986868,,,17/01/2021,11.04831199,113.2538099,10.25077948
01/01/2021 08:30,01/01/2021,51.05,0,0,1.99986001,0,0,1.99986001,47.65,0,0,1.407,0.469,0,1.99983585,,,18/01/2021,7.418940624,80.68014022,10.8748869
01/01/2021 09:00,01/01/2021,55.47,0,0,1.99986001,0,0,1.99986001,41.98,-1,-0.5,1.407,0,-20.99,1.99983585,,,19/01/2021,7.731866767,49.50445323,6.402652131
01/01/2021 09:30,01/01/2021,55.47,0,0,1.99986001,0,0,1.99986001,44.08,-0.263953847,-0.131976924,1.876,0.469,-5.817542795,1.99980302,,,20/01/2021,7.35467631,95.16407161,12.93926036
01/01/2021 10:00,01/01/2021,57,0,0,1.99986001,0,0,1.99986001,49.93,0,0,1.999794354,0.123794354,0,1.999794354,,,21/01/2021,9.168119334,113.3655044,12.36518639
01/01/2021 10:30,01/01/2021,57,0,0,1.99986001,0,0,1.99986001,46.79,0,0,1.999794354,0,0,1.999794354,,,22/01/2021,7.95351764,102.2495001,12.85588399
01/01/2021 11:00,01/01/2021,60.72,0,0,1.99986001,0,0,1.99986001,53.42,0,0,1.999794354,0,0,1.999794354,,,23/01/2021,7.727955203,89.19448602,11.54179646
01/01/2021 11:30,01/01/2021,60.72,0,0,1.99986001,0,0,1.99986001,60.35,0,0,1.999794354,0,0,1.999794354,,,24/01/2021,5.628,197.5612682,35.10328148
01/01/2021 12:00,01/01/2021,62.41,0,0,1.99986001,0,0,1.99986001,68.28,0,0,1.999794354,0,0,1.999794354,,,25/01/2021,9.385814839,123.8195932,13.19220498
01/01/2021 12:30,01/01/2021,62.41,0,0,1.99986001,0,0,1.99986001,63.13,0,0,1.999794354,0,0,1.999794354,,,26/01/2021,7.724941684,85.60354013,11.08144807
01/01/2021 13:00,01/01/2021,68.6,1,0.469,1.99986001,0,32.1734,1.99986001,70.06,0,0,1.999794354,0,-0.68474,1.999794354,,,27/01/2021,5.471597647,160.321024,29.30058722
01/01/2021 13:30,01/01/2021,68.6,0.876262658,0.410967187,1.49986001,0.5,28.19234901,1.99982501,69.02,0,0,1.999794354,0,-0.172606218,1.999794354,,,28/01/2021,9.160669811,88.41213204,9.651273745
01/01/2021 14:00,01/01/2021,68.6,0,0,1.061728681,0.438131329,0,1.999794341,71.27,0,0,1.999794354,0,0,1.999794354,,,29/01/2021,9.221982645,102.8009951,11.14738544
01/01/2021 14:30,01/01/2021,68.6,0,0,1.061728681,0,0,1.999794341,70.33,0,0,1.999794354,0,0,1.999794354,,,30/01/2021,7.721032954,101.7538686,13.17878957
01/01/2021 15:00,01/01/2021,59.04,-1,-0.5,1.061728681,0,-29.52,1.999794341,76.11,0,0,1.999794354,0,8.535,1.999794354,,,31/01/2021,5.967917407,75.47824105,12.64733338
01/01/2021 15:30,01/01/2021,59.04,-1,-0.5,1.530728681,0.469,-29.52,1.999761511,81.39,0,0,1.999794354,0,11.175,1.999794354,,,01/02/2021,5.843278212,85.77193689,14.67873577
01/01/2021 16:00,01/01/2021,70.07,0,0,1.999728681,0.469,0,1.999728681,82.2,0,0,1.999794354,0,0,1.999794354,,,02/02/2021,5.842066278,77.15074958,13.20607229
01/01/2021 16:30,01/01/2021,70.07,0,0,1.999728681,0,0,1.999728681,87.8,0.999588709,0.468807104,1.999794354,0,41.16126377,1.999794354,,,03/02/2021,9.716705844,558.3600004,57.4639193
01/01/2021 17:00,01/01/2021,100.07,1,0.469,1.999728681,0,46.93283,1.999728681,92.37,1,0.469,1.5,0.499794354,46.93283,1.999759369,,,04/02/2021,9.803256135,55.48979908,5.660343698
01/01/2021 17:30,01/01/2021,100.07,1,0.469,1.499728681,0.5,46.93283,1.999693681,91.31,1,0.469,1,0.5,46.93283,1.999724369,,,05/02/2021,7.714655793,66.11791808,8.570430082
01/01/2021 18:00,01/01/2021,70.82,0,0,0.999728681,0.5,0,1.999658681,88.93,1,0.469,0.5,0.5,41.70817,1.999689369,,,06/02/2021,9.799647465,81.19834075,8.28584304
01/01/2021 18:30,01/01/2021,70.82,0,0,0.999728681,0,0,1.999658681,86.12,0,0,0,0.5,0,1.999654369,,,07/02/2021,7.921166551,112.0082454,14.14037246
01/01/2021 19:00,01/01/2021,71.22,1,0.469,0.999728681,0,33.40218,1.999658681,82.01,0,0,0,0,-5.06051,1.999654369,,,08/02/2021,7.711751631,159.6945799,20.70795164
01/01/2021 19:30,01/01/2021,71.22,0.999457361,0.468745502,0.499728681,0.5,33.38405468,1.999623681,75.8,0,0,0,0,-2.146854401,1.999654369,,,09/02/2021,3.95854075,144.0818334,36.39771382
01/01/2021 20:00,01/01/2021,60.51,0,0,0,0.499728681,0,1.9995887,74.05,0,0,0,0,0,1.999654369,,,10/02/2021,5.833878378,17.15681018,2.940892673
01/01/2021 20:30,01/01/2021,60.51,0,0,0,0,0,1.9995887,67.96,0,0,0,0,0,1.999654369,,,11/02/2021,3.956696581,1833.741718,463.4527012
01/01/2021 21:00,01/01/2021,59.24,0,0,0,0,0,1.9995887,68.05,0,0,0,0,0,1.999654369,,,12/02/2021,3.955617439,453.4646584,114.6381483
01/01/2021 21:30,01/01/2021,59.24,0,0,0,0,0,1.9995887,61.88,0,0,0,0,0,1.999654369,,,13/02/2021,5.9546524,79.91514893,13.42062367
01/01/2021 22:00,01/01/2021,56.96,0,0,0,0,7.32E-15,1.9995887,58.24,0,0,0,0,7.32E-15,1.999654369,,,14/02/2021,9.581827506,102.1089267,10.65651898
01/01/2021 22:30,01/01/2021,56.96,0,0,-1.21E-16,1.21E-16,0,1.9995887,60.78,0,0,0,0,0,1.999654369,,,15/02/2021,7.905206862,94.09723438,11.90319697
01/01/2021 23:00,01/01/2021,57.95,0,0,-1.21E-16,0,0,1.9995887,56.69,0,0,0,0,0,1.999654369,,,16/02/2021,7.703370887,85.01934645,11.03664197
01/01/2021 23:30,01/01/2021,57.95,0,0,-1.21E-16,0,0,1.9995887,52.83,0,0,-1.21E-16,1.21E-16,0,1.999654369,,,17/02/2021,3.950406481,72.33743383,18.31139002
02/01/2021 00:00,02/01/2021,51.55,-1,-0.5,0,0,-25.775,1.999654369,51.99,-1,-0.5,0,0,-25.775,1.999654369,,,18/02/2021,7.897806406,80.69966841,10.21798513
02/01/2021 00:30,02/01/2021,51.55,-1,-0.5,0.469,0.469,-25.775,1.999621539,54.19,0,0,0.469,0.469,1.32,1.999621539,,,19/02/2021,7.893950469,74.68111271,9.46054995
02/01/2021 01:00,02/01/2021,53.06,0,0,0.938,0.469,0,1.999588709,55.07,0,0,0.469,0,0,1.999621539,,,20/02/2021,7.890989852,115.1201253,14.58880666
02/01/2021 01:30,02/01/2021,53.06,-0.263356936,-0.131678468,0.938,0,-6.986859501,1.999588709,56.3,0,0,0.469,0,0.426638236,1.999621539,,,21/02/2021,11.63973031,132.1990164,11.35756696
02/01/2021 02:00,02/01/2021,53.02,-1,-0.5,1.061514403,0.123514403,-26.51,1.999580063,56.71,0,0,0.469,0,1.845,1.999621539,,,22/02/2021,9.323838293,71.80276552,7.700987862
02/01/2021 02:30,02/01/2021,53.02,-1,-0.5,1.530514403,0.469,-26.51,1.999547233,55.71,0,0,0.469,0,1.345,1.999621539,,,23/02/2021,7.883070803,84.72257156,10.74740716
02/01/2021 03:00,02/01/2021,53.07,0,0,1.999514403,0.469,0,1.999514403,59.89,0,0,0.469,0,0,1.999621539,,,24/02/2021,5.347445153,100.4056813,18.77638356
02/01/2021 03:30,02/01/2021,53.07,0,0,1.999514403,0,0,1.999514403,59.77,0,0,0.469,0,0,1.999621539,,,25/02/2021,11.62776964,114.9593212,9.886618391
02/01/2021 04:00,02/01/2021,53.06,0,0,1.999514403,0,0,1.999514403,60.3,0,0,0.469,0,0,1.999621539,,,26/02/2021,9.564270058,100.0488789,10.46069155
02/01/2021 04:30,02/01/2021,53.06,0,0,1.999514403,0,0,1.999514403,60.64,0.691067937,0.324110863,0.469,0,19.6540827,1.999621539,,,27/02/2021,9.563561787,80.77323304,8.445936236
02/01/2021 05:00,02/01/2021,62.5,0,0,1.999514403,0,0,1.999514403,51.09,-1,-0.5,0.123466031,0.345533969,-25.545,1.999597351,,,28/02/2021,7.686879554,76.99565968,10.01650398
02/01/2021 05:30,02/01/2021,62.5,0,0,1.999514403,0,0,1.999514403,48.73,-1,-0.5,0.592466031,0.469,-24.365,1.999564521,,,01/03/2021,9.123777942,95.28893814,10.44402206
02/01/2021 06:00,02/01/2021,59.64,0,0,1.999514403,0,0,1.999514403,58.87,0,0,1.061466031,0.469,0,1.999531691,,,02/03/2021,7.684553378,86.98541931,11.31951527
02/01/2021 06:30,02/01/2021,59.64,0,0,1.999514403,0,0,1.999514403,50.38,-1,-0.5,1.061466031,0,-25.19,1.999531691,,,03/03/2021,7.86235447,550.6679479,70.03855525
02/01/2021 07:00,02/01/2021,61.36,0,0,1.999514403,0,0,1.999514403,52.15,-1,-0.5,1.530466031,0.469,-26.075,1.999498861,,,04/03/2021,9.5584908,62.53687357,6.542546817
02/01/2021 07:30,02/01/2021,61.36,0,0,1.999514403,0,0,1.999514403,70.66,-1.05E-16,-5.23E-17,1.999466031,0.469,-3.70E-15,1.999466031,,,05/03/2021,11.43168343,75.31233628,6.588035501
02/01/2021 08:00,02/01/2021,68.3,0,0,1.999514403,0,0,1.999514403,87.64,0,0,1.999466031,0,0,1.999466031,,,06/03/2021,9.730995551,71.37804316,7.335122372
02/01/2021 08:30,02/01/2021,68.3,0,0,1.999514403,0,0,1.999514403,89.99,0,0,1.999466031,0,0,1.999466031,,,07/03/2021,7.851936281,96.3555666,12.27156757
02/01/2021 09:00,02/01/2021,85.92,0,0,1.999514403,0,0,1.999514403,95.69,0,0,1.999466031,0,0,1.999466031,,,08/03/2021,7.849738047,130.2217397,16.58931024
02/01/2021 09:30,02/01/2021,85.92,0,0,1.999514403,0,0,1.999514403,94.78,0,0,1.999466031,0,0,1.999466031,,,09/03/2021,7.847239552,259.521809,33.07173271
02/01/2021 10:00,02/01/2021,85.95,0,0,1.999514403,0,0,1.999514403,96.52,0,0,1.999466031,0,0,1.999466031,,,10/03/2021,5.798802521,128.9934303,22.24483932
02/01/2021 10:30,02/01/2021,85.95,0,0,1.999514403,0,0,1.999514403,96.96,0,0,1.999466031,0,0,1.999466031,,,11/03/2021,7.84259705,159.2719286,20.30856968
02/01/2021 11:00,02/01/2021,84.96,0,0,1.999514403,0,0,1.999514403,111.8,0,0,1.999466031,0,0,1.999466031,,,12/03/2021,3.920227509,914.4271859,233.2587034
02/01/2021 11:30,02/01/2021,84.96,0,0,1.999514403,0,0,1.999514403,113.1,0,0,1.999466031,0,0,1.999466031,,,13/03/2021,7.838283509,120.0276527,15.31300221
02/01/2021 12:00,02/01/2021,88.92,0,0,1.999514403,0,0,1.999514403,112.97,0,0,1.999466031,0,0,1.999466031,,,14/03/2021,5.794318811,127.4630204,21.99793014
02/01/2021 12:30,02/01/2021,88.92,0,0,1.999514403,0,0,1.999514403,143.42,1,0.469,1.999466031,0,67.26398,1.999466031,,,15/03/2021,7.354807808,158.201829,21.50998818
02/01/2021 13:00,02/01/2021,85.99,0,0,1.999514403,0,0,1.999514403,138.83,1,0.469,1.499466031,0.5,65.11127,1.999431031,,,16/03/2021,7.831171548,79.72411045,10.18035551
02/01/2021 13:30,02/01/2021,85.99,0,0,1.999514403,0,0,1.999514403,118.85,-0.131897675,-0.065948838,0.999466031,0.5,-7.838019365,1.999396031,,,17/03/2021,9.26671656,64.88196847,7.001613576
02/01/2021 14:00,02/01/2021,81.92,0,0,1.999514403,0,0,1.999514403,113.63,-1,-0.5,1.061326041,0.06186001,-56.815,1.999391701,,,18/03/2021,9.264244944,59.38151841,6.409752632
02/01/2021 14:30,02/01/2021,81.92,0,0,1.999514403,0,0,1.999514403,115.75,-1,-0.5,1.530326041,0.469,-57.875,1.999358871,,,19/03/2021,9.261791336,128.4108214,13.86457725
02/01/2021 15:00,02/01/2021,86,0,0,1.999514403,0,0,1.999514403,142.79,0,0,1.999326041,0.469,0,1.999326041,,,20/03/2021,7.822153557,72.90515546,9.320343168
02/01/2021 15:30,02/01/2021,86,0,0,1.999514403,0,0,1.999514403,150.65,0,0,1.999326041,0,0,1.999326041,,,21/03/2021,5.78627776,93.55441595,16.16832441
02/01/2021 16:00,02/01/2021,105.51,0,0,1.999514403,0,0,1.999514403,158.93,0,0,1.999326041,0,0,1.999326041,,,22/03/2021,9.255828345,108.3048693,11.70126166
02/01/2021 16:30,02/01/2021,105.51,0,0,1.999514403,0,0,1.999514403,248.73,1,0.469,1.999326041,0,116.65437,1.999326041,,,23/03/2021,7.815158306,62.79945425,8.035595927
02/01/2021 17:00,02/01/2021,252.97,1,0.469,1.999514403,0,118.64293,1.999514403,325.17,1,0.469,1.499326041,0.5,118.64293,1.999291041,,,24/03/2021,7.812139483,80.84306751,10.34839018
02/01/2021 17:30,02/01/2021,252.97,1,0.469,1.499514403,0.5,118.64293,1.999479403,337.08,1,0.469,0.999326041,0.5,118.64293,1.999256041,,,25/03/2021,5.904566969,43.82406603,7.42206266
02/01/2021 18:00,02/01/2021,129.98,1,0.469,0.999514403,0.5,60.96062,1.999444403,228.88,0.998652082,0.468367827,0.499326041,0.5,60.81592817,1.999221041,,,26/03/2021,7.806401083,119.9653057,15.36755598
02/01/2021 18:30,02/01/2021,129.98,0.999028806,0.46854451,0.499514403,0.5,60.90141539,1.999409403,182.73,0,0,0,0.499326041,-24.71572289,1.999186088,,,27/03/2021,5.777987068,95.38679824,16.50865554
02/01/2021 19:00,02/01/2021,98.2,0,0,0,0.499514403,0,1.999374437,112.66,0,0,0,0,0,1.999186088,,,28/03/2021,11.69953327,145.1088351,12.40295931
02/01/2021 19:30,02/01/2021,98.2,0,0,0,0,0,1.999374437,82.61,0,0,0,0,0,1.999186088,,,29/03/2021,9.056712123,195.8278954,21.62240477
02/01/2021 20:00,02/01/2021,61.22,0,0,0,0,0,1.999374437,72.09,0,0,0,0,0,1.999186088,,,30/03/2021,9.669420627,108.5658703,11.22775339
02/01/2021 20:30,02/01/2021,61.22,0,0,0,0,0,1.999374437,66.2,0,0,0,0,0,1.999186088,,,31/03/2021,9.79043372,70.05552711,7.155508031
02/01/2021 21:00,02/01/2021,65.76,0,0,0,0,0,1.999374437,63.69,0,0,0,0,0,1.999186088,,,01/04/2021,3.893987686,88.03303371,22.60742478
02/01/2021 21:30,02/01/2021,65.76,0,0,0,0,0,1.999374437,66.1,0,0,0,0,0,1.999186088,,,02/04/2021,7.892471354,54.96464836,6.964187248
02/01/2021 22:00,02/01/2021,54.46,-1,-0.5,0,0,-27.23,1.999374437,60.18,0,0,0,0,2.86,1.999186088,,,03/04/2021,7.78390254,68.06172473,8.743907619
02/01/2021 22:30,02/01/2021,54.46,-1,-0.5,0.469,0.469,-27.23,1.999341607,58.96,0,0,0,0,2.25,1.999186088,,,04/04/2021,7.781972987,123.1594215,15.82624634
02/01/2021 23:00,02/01/2021,65.08,1,0.469,0.938,0.469,30.52252,1.999308777,53.4,0,0,0,0,5.47792,1.999186088,,,05/04/2021,9.655308078,166.6087375,17.2556625
02/01/2021 23:30,02/01/2021,65.08,0.876,0.410844,0.438,0.5,26.73772752,1.999273777,56.35,0,0,0,0,3.58666812,1.999186088,,,06/04/2021,9.652867574,79.70719796,8.25735952
03/01/2021 00:00,03/01/2021,46.58,0,0,0,0,0,1.999186088,48.62,0,0,0,0,0,1.999186088,,,07/04/2021,9.650410434,80.75011368,8.36753154
03/01/2021 00:30,03/01/2021,46.58,0,0,0,0,0,1.999186088,50.31,0,0,0,0,0,1.999186088,,,08/04/2021,7.772202367,136.5608063,17.5704131
03/01/2021 01:00,03/01/2021,46.97,0,0,0,0,0,1.999186088,48.17,0,0,0,0,0,1.999186088,,,09/04/2021,7.769763852,118.2069954,15.2137179
03/01/2021 01:30,03/01/2021,46.97,0,0,0,0,0,1.999186088,46.43,-0.26235854,-0.13117927,0,0,-6.090653501,1.999186088,,,10/04/2021,11.14388846,480.2031882,43.09116964
03/01/2021 02:00,03/01/2021,46.1,-0.26235854,-0.13117927,0,0,-6.047364342,1.999186088,46.59,0,0,0.123046155,0.123046155,0.064277842,1.999177475,,,11/04/2021,7.764737223,142.6063113,18.3658902
03/01/2021 02:30,03/01/2021,46.1,0,0,0.123046155,0.123046155,0,1.999177475,46.42,-1,-0.5,0.123046155,0,-23.21,1.999177475,,,12/04/2021,5.881002127,118.3485468,20.12387417
03/01/2021 03:00,03/01/2021,46.01,-1,-0.5,0.123046155,0,-23.005,1.999177475,46.13,-1,-0.5,0.592046155,0.469,-23.005,1.999144645,,,13/04/2021,7.75960393,433.3916507,55.85229023
03/01/2021 03:30,03/01/2021,46.01,-1,-0.5,0.592046155,0.469,-23.005,1.999144645,45.42,-1,-0.5,1.061046155,0.469,-23.005,1.999111815,,,14/04/2021,7.757168941,411.4641207,53.04307845
03/01/2021 04:00,03/01/2021,41.77,-1,-0.5,1.061046155,0.469,-20.885,1.999111815,48.08,0,0,1.530046155,0.469,3.155,1.999078985,,,15/04/2021,7.754734672,116.7211199,15.05159427
03/01/2021 04:30,03/01/2021,41.77,-1,-0.5,1.530046155,0.469,-20.885,1.999078985,43.67,-1,-0.5,1.530046155,0,-20.885,1.999078985,,,16/04/2021,7.752301083,105.5727008,13.61824053
03/01/2021 05:00,03/01/2021,47.76,-4.19E-16,-2.09E-16,1.999046155,0.469,-1.00E-14,1.999046155,49.99,0,0,1.999046155,0.469,4.67E-16,1.999046155,,,17/04/2021,7.749605573,64.0891563,8.269989446
03/01/2021 05:30,03/01/2021,47.76,0,0,1.999046155,0,0,1.999046155,48.17,-8.38E-16,-4.19E-16,1.999046155,0,-2.02E-14,1.999046155,,,18/04/2021,5.873709174,49.64512209,8.452090599
03/01/2021 06:00,03/01/2021,60.28,0,0,1.999046155,0,0,1.999046155,58.05,0,0,1.999046155,0,0,1.999046155,,,19/04/2021,7.745300446,110.2320388,14.23211914
03/01/2021 06:30,03/01/2021,60.28,0,0,1.999046155,0,0,1.999046155,57.25,0,0,1.999046155,0,0,1.999046155,,,20/04/2021,7.742606896,84.49304817,10.91273899
03/01/2021 07:00,03/01/2021,58.19,0,0,1.999046155,0,0,1.999046155,62.73,0,0,1.999046155,0,0,1.999046155,,,21/04/2021,7.740403321,39.75027077,5.135426298
03/01/2021 07:30,03/01/2021,58.19,0,0,1.999046155,0,0,1.999046155,75.22,0,0,1.999046155,0,0,1.999046155,,,22/04/2021,7.738236311,80.21707892,10.36632583
03/01/2021 08:00,03/01/2021,60.13,0,0,1.999046155,0,0,1.999046155,70.15,0,0,1.999046155,0,0,1.999046155,,,23/04/2021,7.735527459,79.92985672,10.33282567
03/01/2021 08:30,03/01/2021,60.13,0,0,1.999046155,0,0,1.999046155,76.31,1,0.469,1.999046155,0,35.78939,1.999046155,,,24/04/2021,7.733361815,66.8703749,8.646999391
03/01/2021 09:00,03/01/2021,66.24,1,0.469,1.999046155,0,31.06656,1.999046155,76.31,1,0.469,1.499046155,0.5,31.06656,1.999011155,,,25/04/2021,9.492818494,77.06720824,8.118474855
03/01/2021 09:30,03/01/2021,66.24,1,0.469,1.499046155,0.5,31.06656,1.999011155,76.31,1,0.469,0.999046155,0.5,31.06656,1.998976155,,,26/04/2021,7.729589352,100.8021429,13.0410735
03/01/2021 10:00,03/01/2021,65.71,1,0.469,0.999046155,0.5,30.81799,1.998976155,76.31,0.752525317,0.352934374,0.499046155,0.5,21.96102205,1.998941155,,,27/04/2021,7.7269002,60.0745026,7.77472221
03/01/2021 10:30,03/01/2021,65.71,0.99809231,0.468105294,0.499046155,0.5,30.75919884,1.998941155,76.31,0,0,0.122783497,0.376262658,-4.961916112,1.998914817,,,28/04/2021,7.724243074,40.96785291,5.303801617
03/01/2021 11:00,03/01/2021,63,0,0,0,0.499046155,0,1.998906222,76.31,0,0,0.122783497,0,0,1.998914817,,,29/04/2021,7.722080589,50.759682,6.573316791
03/01/2021 11:30,03/01/2021,63,0,0,0,0,0,1.998906222,76.31,0,0,0.122783497,0,0,1.998914817,,,30/04/2021,7.720719652,120.8107137,15.64759753
03/01/2021 12:00,03/01/2021,62.94,0,0,0,0,0,1.998906222,76.31,0,0,0.122783497,0,0,1.998914817,,,01/05/2021,3.859282115,72.86305334,18.87994999
03/01/2021 12:30,03/01/2021,62.94,0,0,0,0,0,1.998906222,76.31,0,0,0.122783497,0,0,1.998914817,,,02/05/2021,7.610610543,77.78242345,10.22026065
03/01/2021 13:00,03/01/2021,57.04,0,0,0,0,0,1.998906222,76.31,0,0,0.122783497,0,0,1.998914817,,,03/05/2021,5.733396462,228.9388167,39.93074928
03/01/2021 13:30,03/01/2021,57.04,0,0,0,0,0,1.998906222,76.31,0,0,0.122783497,0,0,1.998914817,,,04/05/2021,9.587842654,174.2600364,18.1751039
03/01/2021 14:00,03/01/2021,47.58,-1,-0.5,0,0,-23.79,1.998906222,76.31,0,0,0.122783497,0,14.365,1.998914817,,,05/05/2021,7.709450257,50.90407113,6.602814654
03/01/2021 14:30,03/01/2021,47.58,-1,-0.5,0.469,0.469,-23.79,1.998873392,76.31,0,0,0.122783497,0,14.365,1.998914817,,,06/05/2021,7.707006039,86.88533143,11.27355175
03/01/2021 15:00,03/01/2021,47.05,-1,-0.5,0.938,0.469,-23.525,1.998840562,76.31,0,0,0.122783497,0,14.63,1.998914817,,,07/05/2021,7.851993908,105.2499253,13.40422911
03/01/2021 15:30,03/01/2021,47.05,-1,-0.5,1.407,0.469,-23.525,1.998807732,76.31,0,0,0.122783497,0,14.63,1.998914817,,,08/05/2021,7.702684726,78.7122468,10.21880677
03/01/2021 16:00,03/01/2021,57.03,-0.261761851,-0.130880926,1.876,0.469,-7.464139191,1.998774902,76.31,0,0,0.122783497,0,2.523384247,1.998914817,,,09/05/2021,9.577371691,150.1886822,15.68161778
03/01/2021 16:30,03/01/2021,57.03,0,0,1.998766308,0.122766308,0,1.998766308,51.84,-1,-0.5,0.122783497,0,-25.92,1.998914817,,,10/05/2021,9.575505894,324.132727,33.85019346
03/01/2021 17:00,03/01/2021,99.05,1,0.469,1.998766308,0,46.45445,1.998766308,51.84,-1,-0.5,0.591783497,0.469,-3.77851,1.998881987,,,11/05/2021,5.724813282,165.1049383,28.84023114
03/01/2021 17:30,03/01/2021,99.05,0.997532617,0.467842797,1.498766308,0.5,46.33982906,1.998731308,51.84,-1,-0.5,1.060783497,0.469,-3.833141546,1.998849157,,,12/05/2021,3.847464502,212.5589302,55.24649549
03/01/2021 18:00,03/01/2021,156.88,1,0.469,1,0.498766308,73.57672,1.998696395,51.84,-1,-0.5,1.529783497,0.469,23.34376,1.998816327,,,13/05/2021,7.598645953,109.0527179,14.35159877
03/01/2021 18:30,03/01/2021,156.88,1,0.469,0.5,0.5,73.57672,1.998661395,106.59,1,0.469,1.998783497,0.469,73.57672,1.998783497,,,14/05/2021,9.566599745,100.6829981,10.52442883
03/01/2021 19:00,03/01/2021,80.03,0,0,0,0.5,0,1.998626395,119.55,1,0.469,1.498783497,0.5,56.06895,1.998748497,,,15/05/2021,9.565243175,54.654752,5.713890489
03/01/2021 19:30,03/01/2021,80.03,0,0,0,0,0,1.998626395,83.06,0.997566994,0.46785892,0.998783497,0.5,38.86036189,1.998713497,,,16/05/2021,7.687116344,89.4651639,11.63832573
03/01/2021 20:00,03/01/2021,58.63,0,0,0,0,0,1.998626395,83.53,1,0.469,0.5,0.498783497,39.17557,1.998678582,,,17/05/2021,7.685760301,99.64422454,12.96478431
03/01/2021 20:30,03/01/2021,58.63,0,0,0,0,0,1.998626395,75.4,0,0,0,0.5,0,1.998643582,,,18/05/2021,7.683371354,93.72143229,12.19795686
03/01/2021 21:00,03/01/2021,54.14,0,0,0,0,0,1.998626395,78.96,0,0,0,0,0,1.998643582,,,19/05/2021,7.680615992,94.90555555,12.35650313
03/01/2021 21:30,03/01/2021,54.14,0,0,0,0,0,1.998626395,66.31,0,0,0,0,0,1.998643582,,,20/05/2021,7.677702779,84.70983585,11.03322677
03/01/2021 22:00,03/01/2021,47.01,0,0,0,0,0,1.998626395,55.59,0,0,0,0,0,1.998643582,,,21/05/2021,8.527374893,158.8646863,18.62996388
03/01/2021 22:30,03/01/2021,47.01,0,0,0,0,0,1.998626395,50.13,0,0,0,0,0,1.998643582,,,22/05/2021,7.673663263,154.6953375,20.15925539
03/01/2021 23:00,03/01/2021,43.87,0,0,0,0,2.82E-15,1.998626395,43.9,0,0,0,0,2.82E-15,1.998643582,,,23/05/2021,7.835203408,95.01568307,12.12676661
